,crystal_type,species,model,lattice_constant_bcc,lattice_constant_fcc,lattice_constant_sc,bulk_modulus_bcc,bulk_modulus_fcc,bulk_modulus_sc,c44_bcc,c44_fcc,c44_sc,c12_bcc,c12_fcc,c12_sc,c11_bcc,c11_fcc,c11_sc,cohesive_energy_bcc,cohesive_energy_fcc,cohesive_energy_sc,thermal_expansion_coeff_bcc,thermal_expansion_coeff_fcc,surface_energy_100_bcc,surface_energy_100_fcc,surface_energy_110_bcc,surface_energy_110_fcc,surface_energy_111_bcc,surface_energy_111_fcc,surface_energy_121_bcc,surface_energy_121_fcc,extr_stack_fault_energy_fcc,intr_stack_fault_energy_fcc,unstable_stack_energy_fcc,unstable_stack_energy_slip_fraction_fcc,unstable_twinning_energy_fcc,unstable_twinning_energy_slip_fraction_fcc,relaxed_formation_potential_energy_bcc,relaxed_formation_potential_energy_fcc,relaxed_formation_potential_energy_hcp,unrelaxed_formation_potential_energy_bcc,unrelaxed_formation_potential_energy_fcc,unrelaxed_formation_potential_energy_hcp,vacancy_migration_energy_bcc,vacancy_migration_energy_fcc,vacancy_migration_energy_hcp,vacancy_migration_energy_sc,relaxation_volume_bcc,relaxation_volume_fcc,relaxation_volume_hcp,coeff
114,fcc,Cu,MEAM_LAMMPS_MirazDhariwalMeng_2020_CuNTi__MO_122936827583_002,2.872161030769348,3.613315634429455,2.330113634467125,125.97505407247834,124.3719728548793,90.51905553965332,110.65305944356464,100.1533961412077,-31.21912904621478,123.32486410159397,107.6737392639634,-148.70543781600963,131.27543401424714,157.7684400367111,568.9680422509792,3.529022725289909,3.540000000180642,3.1457050811995253,,1.7016472896001727e-05,,0.08792135083707191,,0.09679011450938063,,0.08219027927108839,,0.09385422187259346,0.00156884942880482,0.00156626697811067,0.00909783361949253,0.515937500000002,0.0098673298496336,1.49953124999999,,1.6224364409192085,,,1.7328570200244275,,,0.9777174297137733,,,,2.2502885025171047,,1.8239945287569768
115,fcc,Cu,MEAM_LAMMPS_WangOhLee_2020_CuMo__MO_380272712420_002,2.850979268550873,3.613315671682358,2.352952927350998,138.36798419696777,141.9839554002222,103.19454794408719,119.74065563320157,81.77513836558391,16.082286906345416,159.3111304287353,124.90760310752482,-43.54752500173251,96.48169173343267,176.13665998561692,396.6786938357266,3.4586495278695017,3.540000000135639,3.128343743317396,,1.684214304747968e-05,,0.08520201707496004,,0.08775996645772714,,0.07296802937510867,,0.08551365588323367,0.00264491054683785,0.00263772825875899,0.0180530715283871,0.507441406249999,0.0193605983810435,1.49994140624999,,1.1112917998313336,,,1.1276056510606636,,,1.0864792980669213,,,,2.932335362662413,,1.7100234517102582
116,fcc,Cu,SNAP_ZuoChenLi_2019quadratic_Cu__MO_265210066873_000,2.9032087326049805,3.6355217099189763,2.408456042408943,103.13820490896082,142.25405312692524,206.7638969461172,85.66199752307915,82.06893535306305,18.16681990959331,109.61361232614827,124.3093962232004,128.9962511113932,90.18739007458593,178.143366934375,362.29918861556524,3.4806431313866524,3.5247234073130285,3.0843639281021478,,2.1207505825749473e-05,,0.09235816989297767,,0.09874601932845845,,0.07374391514763617,,0.09139040674337659,0.000633019828519139,0.000627794853918318,0.00931964310368812,0.510937499999996,0.00962078633171468,1.49964843749997,,1.1493851315879586,,,1.1632026868279595,,,0.7284131246586856,,,,2.799707252392992,,1.6828210661537872
117,fcc,Cu,EAM_Dynamo_ZhouJohnsonWadley_2004_CuAgAuNiPdPtAlPbFeMoTaWMgCoTiZr__MO_870117231765_000,2.9318635165691376,3.6149601191282272,2.4091611355543137,141.69304571474547,137.96753538764546,155.83270192350201,80.81240254326146,75.74532461475661,-0.653773780001787,146.15480216665256,122.13710194096772,63.34166789480353,132.7695328109313,169.62840228100092,340.81476998089903,3.502244169053436,3.539994982213679,3.2171350017935647,,2.892097792633851e-05,,0.09756373592644957,,0.1087779029356342,,0.09370475429366289,,0.10646890628034421,,,,,,,,1.2752751732864878,,,1.396873006212503,,,0.551483938363305,,,,3.5037360724444144,,1.338688401140476
118,fcc,Fe,Sim_LAMMPS_MEAM_EtesamiAsadi_2018_Fe__SM_267016608755_000,,,,173.46062884315955,168.81088229822922,95.01535264713074,126.08028881517612,82.25502061048844,-83.17704478631246,127.30331025899925,149.48327189700666,27.968088143506506,265.77526601148026,207.46610310067433,229.10988165437922,,,,-4.9281318169568144e-05,,0.15309173161984962,,0.14477134175895368,,0.1548444218242626,,0.14835345172004735,,,,,,,,,,,,,,,,,,,,,1.6217176667251778
119,fcc,Fe,Sim_LAMMPS_MEAM_JelinekGrohHorstemeyer_2012_AlSiMgCuFe__SM_656517352485_000,2.8509988859295845,3.59372915327549,2.3725873976945877,166.33709717284137,161.73064308197706,148.49084859593725,125.56276372054539,86.21736751840463,11.980094933715705,137.25030594598016,136.32830346036135,27.362928083961307,224.51067962656376,212.53532232520854,390.74668961988914,4.279998132361639,4.272311462776078,3.513220417328048,1.5055167271617312e-05,,0.07622555147849713,,0.084680404846193,,0.08005097004225517,,0.08819465750720298,,,,,,,,1.633106671275105,,,2.399906702455815,,,0.08314411215961647,,,,6.149196726587757,,,1.6773467774429092
120,fcc,Fe,EAM_Dynamo_AcklandBaconCalder_1997_Fe__MO_142799717516_005,2.866499960422516,3.6800446957349777,2.3394894152879715,178.05984115746276,143.53178992684616,51.235989181120004,116.66275668504477,97.47392660103567,-125.5395532945198,145.27425890168294,121.6416425323561,-90.15364814089439,243.63100566902236,187.31208471582624,334.0152638251488,4.316000049480649,4.261839362652918,3.237841658306853,9.567277443672754e-06,,0.11276580534435848,,0.09865884535295673,,0.1246815837512871,,0.11359301346708774,,,,,,,,1.7034892339773497,,,1.8900836477655971,,,0.7809598813885491,,,,2.1362197547682307,,,1.812424176665805
121,fcc,Fe,EAM_Dynamo_BonnyCastinTerentyev_2013_FeNiCr__MO_763197941039_000,2.8599988371133804,3.56200759857893,2.389520652592182,164.29044491756395,132.6539465943826,398.06407318119125,109.6754872797535,77.4350464782233,71.50372697496874,153.8274767660262,121.97068779154408,109.72701035607743,185.21638122063948,154.02046420005965,974.738198831419,4.280293974651676,4.3996472229291905,3.974021101002179,4.611111039614999e-06,,-0.006120033827059774,,-0.02297125378864056,,0.0269933371061239,,-0.0011012259764432678,,,,,,,,-65.20818285383241,,,1.993878043403082,,,9.969129000406996,,,,-295.40340048103303,,,1.8190504973525015
122,fcc,Fe,EAM_Dynamo_SunZhangMendelev_2022_Fe__MO_044341472608_000,2.84364253282547,3.4301372170448303,2.4502217024564743,176.23279621723432,461.64200813366625,166.13636231161433,103.69116304996511,258.8718133644638,56.53660640345436,141.44593906987086,325.4259167397092,82.8126535429109,245.80651051196125,734.0741909215805,332.7837798490212,4.021642482175027,3.9906530008386514,3.847407795696926,6.088671380641639e-06,,0.17611487677821686,,0.2005551711567325,,0.1746507100951977,,0.17253165021210537,,,,,,,,0.8447647959761512,,,1.5300212955721832,,,-0.13815812872902694,,,,1.7929577635119263,,,0.9835951698245003
123,fcc,Fe,EAM_Dynamo_BelandTammMu_2017_FeNiCr__MO_715003088863_000,2.86696694791317,3.498696342110634,2.3222091048955917,,113.888090003641,127.40525906336076,,108.3448878945605,-22.92585695596266,,100.30998221805335,-48.7754457125896,,141.04430557481635,479.7666686152615,4.004536246433911,4.116631417070786,3.658297835481857,2.311509429093797e-05,,-0.004024659755722217,,0.012989651539927677,,0.044197890522736843,,-0.027242311841412466,,,,,,,,,,,,,,-1.1379449540744515,,,,,,,1.8274380323125068
124,fcc,Fe,EAM_Dynamo_DeluigiPasianotValencia_2021_FeNiCrCoCu__MO_657255834688_000,2.8603419959545135,3.5600001215934753,2.330955922603607,186.89394670864434,169.64961643795056,337.4726191648485,165.0527287360512,76.89663235989657,-128.55390525870536,187.53407185856815,159.2984690492349,25.220551927779283,185.61369640879676,190.35191121538185,961.9767536389869,4.30094166523842,4.399999930392251,3.5379460338569504,1.8090587305472648e-05,,0.05936266040843187,,0.03345856990926362,,0.06449042132302156,,0.0019659171265252943,,,,,,,,-108.8558878034846,,,0.8892029503646603,,,-0.46962943030687204,,,,479.7002052308961,,,2.25629677334293
125,fcc,Fe,EAM_Dynamo_FarkasCaro_2020_FeNiCrCoAl__MO_820335782779_000,2.8603420108556747,3.5600001215934753,2.3309559151530266,186.89393389795356,169.6494157710107,337.4727061830436,165.05269948833583,76.89657003893338,-128.55391364562615,187.53405365091055,159.29838868152243,25.220625293093107,185.61369439203963,190.35146994998726,961.9768679629447,4.300941665235081,4.399999930392382,3.5379460338649036,1.8077571598776042e-05,,0.059362661133164796,,0.03345857113070572,,0.06449042304538476,,0.0019659133035661016,,,,,,,,-108.8558871907321,,,0.8892030553059652,,,-0.47939987217726615,,,,479.6690570233395,,,2.404185689296495
126,fcc,Fe,Sim_LAMMPS_TersoffZBL_HenrikssonBjorkasNordlund_2013_FeC__SM_473463498269_000,2.8886456936597824,3.6473073810338974,2.452851288020611,167.7363264447463,162.813151792993,89.15858926944577,129.95425693820926,101.15064060836073,-15.097451870008655,142.27043348513092,141.27453619634676,5.921189464668806e-10,218.6681123639771,205.89038298628554,267.4757678071531,4.178658196938472,4.151147114165321,3.030175440543232,-1.4275520083935557e-07,,0.10190353770798319,,0.08426545766150526,,0.11282997872563114,,0.10178040476397161,,,,,,,,1.5643387158602666,,,1.7528356744477158,,,0.7505703497322679,,,,4.331942449762181,,,2.036293136519061
