ao * c44,Cohesive energy * ao^2,Cohesive energy / ao^2,bulk_modulus_bcc,bulk_modulus_fcc,bulk_modulus_sc,c11_bcc,c11_fcc,c11_sc,c11-c12-c44,c11-c12+c44,c12_bcc,c12_fcc,c12_sc,c44_bcc,c44_fcc,c44_sc,coeff,cohesive_energy_bcc,cohesive_energy_fcc,cohesive_energy_sc,extr_stack_fault_energy_fcc,intr_stack_fault_energy_fcc,lattice_constant_bcc,lattice_constant_fcc,lattice_constant_sc,relaxation_volume_bcc,relaxation_volume_fcc,relaxation_volume_hcp,relaxed_formation_potential_energy_bcc,relaxed_formation_potential_energy_fcc,relaxed_formation_potential_energy_hcp,species,surface_energy_100_bcc,surface_energy_100_fcc,surface_energy_110_bcc,surface_energy_110_fcc,surface_energy_111_bcc,surface_energy_111_fcc,surface_energy_121_bcc,surface_energy_121_fcc,thermal_expansion_coeff_fcc,thermal_expansion_coeff_bcc,unrelaxed_formation_potential_energy_bcc,unrelaxed_formation_potential_energy_fcc,unrelaxed_formation_potential_energy_hcp,unstable_stack_energy_fcc,unstable_stack_energy_slip_fraction_fcc,unstable_twinning_energy_fcc,unstable_twinning_energy_slip_fraction_fcc,vacancy_migration_energy_bcc,vacancy_migration_energy_fcc,vacancy_migration_energy_hcp,vacancy_migration_energy_sc
ao * c44,CohEn * $a_o^2$,CohEn. / $a_o^2$,Bulk Mod. BCC,Bulk Mod. FCC,Bulk Mod. SC,C11 BCC,C11 FCC,C11 SC,c11-c12-c44,c11-c12+c44,C12 BCC,C12 FCC,C12 SC,C44 BCC,C44 FCC,C44 SC,$E_0$,CohEn. BCC,CohEn. FCC,CohEn. SC,eSFE FCC,iSFE FCC,LC BCC,LC FCC,LC SC,VRV BCC,VRV FCC,VRV HCP,rVFPE BCC,rVFPE FCC,rVFPE HCP,species,SE100 BCC,SE100 FCC,SE110 BCC,SE110 FCC,SE111 BCC,SE111 FCC,SE121 BCC,SE121 FCC,TEC FCC,TEC BCC,uVFPE BCC,uVFPE FCC,uVFPE HCP,uSFE FCC,uSFE SF FCC,uTwE FCC,uTwESF FCC,VME BCC,VME FCC,VME HCP,VME SC
